party,text
JA21,"De heer Eerdmans (JA21): Het zal niemand zijn ontgaan: vanmiddag is de Asielnoodmaatregelenwet gesneuveld in de Eerste Kamer. Dat is een wet die we zeer hard nodig hebben om de asielstroom richting Nederland in te dammen. Dit is een zeer slechte zaak, een blamage. Ik wil graag deze week een debat met het kabinet over de vragen: ""Hoe verder? Wat gaat het kabinet doen om dit te repareren, om deze blamage te herstellen?"" Ik wil graag ook de coalitiefracties ondervragen in dit debat, om te horen hoe zij er nu in zitten. Ik heb namelijk de indruk dat niet iedereen in dezelfde film zit."
Groep Markuszower,"De heer Markuszower (Groep Markuszower): Sowieso een aantal dingen. Eén. Ik wil de heer Eerdmans verzoeken om bij dat debat ook de minister-president te vragen. Dat zou een voorwaarde zijn voor onze steun. Twee. Het lijkt me goed om voordat er een debat wordt gevoerd een brief te krijgen van het kabinet over de vraag welke maatregelen ze nog denken te kunnen gaan nemen om de asielbeperkende maatregelen op te voeren. Wat er nu ligt, is gewoon niet genoeg. Ik heb dus liever dat het verzoek wordt toegevoegd aan het debat dat er al staat, maar anders steun."
Lid Keijzer,"Mevrouw Keijzer (Lid Keijzer): Voorzitter. De volwassenen zouden weer in het bestuur van het land terugkeren. Maar kijk eens wat er vandaag gebeurd is: ze krijgen het niet eens voor elkaar dat hun evenknie in de Eerste Kamer voor de belangrijke wet stemt waar Nederland zo op zit te wachten, om eindelijk eens iets te kunnen doen aan het asielbeleid. Van harte steun voor dit verzoek dus, en snel. Nederland kan namelijk niet wachten op maatregelen als de asielinstroom niet naar beneden gaat. Dat staat trouwens ook in het coalitieakkoord."
ChristenUnie,Mevrouw Bikker (ChristenUnie): Wat mij betreft maakt het kabinet vooral werk van het EU-Migratiepact. Dan hebben we werkend asielbeleid in plaats van dat we hier eindeloos blijven debatteren. Ik had steun gegeven aan het verzoek van collega Klaver. Dan kunnen we het ook even wat breder hebben over de werkwijze van het kabinet — dat lijkt me zinnig — in plaats van dat we nu nog een keer de hele behandeling van de Asielnoodmaatregelenwet hier over gaan doen.
FVD,"De heer Russcher (FVD): Cijfers van het CBS tonen aan dat het geboortecijfer in Nederland is gedaald tot 1,4 kind per vrouw. Meer dan de helft van de Nederlanders tussen de 18 en 35 heeft geen kinderwens. Als voornaamste redenen worden zorgen om de eigen financiën en het woningtekort genoemd. Als deze trend aanhoudt, kan de Nederlandse bevolking binnen 75 jaar gehalveerd zijn. Dat leidt tot toenemende personeelstekorten in onder andere de zorg, de bouw en de techniek."
D66,"Mevrouw Paulusma (D66): Voorzitter. In een recent verschenen artikel geven artsen en verpleegkundigen aan dat ze zich onzeker voelen over de zorg die zij geven in de laatste levensfase. Dat is niet alleen heel vervelend voor deze professionals, maar vooral voor patiënten. Onderzoek toont namelijk ook aan dat ze vaak geen passende zorg krijgen, maar vooral veelvuldig overbehandeld worden. Dat zouden we juist niet moeten willen in deze laatste levensfase. Daarover wil ik graag in debat met de Kamer en de minister."
GroenLinks-PvdA,"Mevrouw Zalinyan (GroenLinks-PvdA): Dank, voorzitter. De Moerdijkers zitten nog steeds te wachten op nieuws uit Den Haag over de toekomst van hun dorp. Het is ontzettend belangrijk dat dat debat snel plaatsvindt, voorafgaand aan het bestuurlijk overleg dat begin mei plaatsvindt. Het verzoek is dus om in de week van 18 mei een debat in te plannen en voorafgaand daaraan ook een brief van het kabinet te ontvangen over de situatie zoals die nu is en over de verschillende onderzoeken over Moerdijk."
PVV,"De heer Chris Jansen (PVV): Voorzitter. Als mijn stem het toelaat, wil ik graag een debat aanvragen met de minister van Landbouw, Visserij, Voedselzekerheid en Natuur over het bericht ""Mogelijk verbod op bestrijdingsmiddelen met PFAS: vrees voor aardappelziekte"". De reden dat ik dit debat wil aanvragen is dat het op zich niet onlogisch is om bestrijdingsmiddelen met pfas uit te faseren, maar dan wel in Europees verband en, niet onbelangrijk, er moeten wel alternatieven zijn zonder pfas. Anders lopen we het risico op, in dit geval, de aardappelziekte, maar het geldt ook voor andere gewassen. Om die reden graag een debat met de minister."
GroenLinks-PvdA,"Mevrouw Piri (GroenLinks-PvdA): Voorzitter. Er zijn volgens mij weinig zaken die we als Kamer zo serieus nemen als de veiligheid van onze mannen en vrouwen wanneer we hen op een militaire missie sturen. Nou bleek afgelopen vrijdag dat op een hele simpele manier de bemanning en het schip gewoon te tracken waren. Hierop heeft de minister een brief gestuurd naar de Kamer. Vanmorgen bleek via De Gelderlander dat de minister de Kamer daarbij verkeerd heeft voorgelicht. Dus allereerst wil ik vanavond voor 18.00 uur hierover nog een reactie van de minister. Ten tweede. Aangezien deze missie net is verlengd tot begin mei, lijkt het me gepast om, gelet op de veiligheid, dat debat nog deze week in te plannen."
SP,"Mevrouw Dobbe (SP): Nou, het lijkt mij wel heel goed om hier een debat over te hebben. Ik steun ook het verzoek, al is het niet het officiële verzoek, om dat snel in te plannen, liefst deze week nog. Mevrouw Piri heeft natuurlijk gelijk: dat schip en de bemanning zijn nu bezig. Als de veiligheid daar op de een of andere manier in het geding komt, moeten we het daar nu over hebben."
DENK,"De heer Van Baarle (DENK): Voorzitter. Naast dit is er inderdaad nog het niet-werken van het kanon. Ook heb ik nog wel wat vragen over het feit dat er zo veel geld is ingezet om met een privéjet daarnaartoe te vliegen. Het lijkt me goed om eens een goed debat met de minister van Defensie te hebben, dus steun voor het verzoek."
GroenLinks-PvdA,"De heer Stultiens (GroenLinks-PvdA): Voorzitter. We wisten al dat de rijkste man ter wereld met interesse kijkt naar de belastingdebatten over box 3 die we hier voeren, maar nu blijkt ook dat zijn bedrijf voor 400 miljoen dollar belasting ontwijkt via Nederland. Het is de hoogste tijd voor een debat, want deze belastingontwijking moet zo snel mogelijk worden aangepakt."
VVD,"De heer Verkuijlen (VVD): Voorzitter, dank. Wij zouden onder punt 24, de stemmingen over moties ingediend bij het tweeminutendebat Humanitaire Hulp, de motie op stuk nr. 215 (36180) willen aanhouden. De voorzitter: Op verzoek van de heer Verkuijlen stel ik voor zijn motie (36180, nr. 215) aan te houden. Daartoe wordt besloten."
DENK,"De heer Van Baarle (DENK): Dit gaat ook over punt 24. Ik zou de motie op stuk nr. 208 (36180), over de bijdrage aan UNRWA zo spoedig mogelijk herstellen, willen aanhouden. De voorzitter: Op verzoek van de heer Van Baarle stel ik voor zijn motie (36180, nr. 208) aan te houden. Daartoe wordt besloten."
GroenLinks-PvdA,"Mevrouw Piri (GroenLinks-PvdA): Voorzitter. Mijn eerste verzoek ga ik meteen skippen, want het verzoek is ook gezien door het kabinet en ik begrijp inmiddels dat de premier echt een hele, hele goede reden heeft om morgenmiddag niet bij dit debat aanwezig te zijn. Dat laat ik dus gaan. Ik kom zo bij het tweede verzoek. We hebben gisteren met de uitzending van BOOS nieuwe informatie gekregen over het negeren van dossiers over de slachtoffers van het bombardement op Hawija. Nou hebben wij al een meerderheid voor een afrondingsdebat over Hawija, dus mijn voorstel zou zijn om dit onderwerp daarbij te betrekken en het in te boeken ergens in de eerste of tweede week na het meireces, zodat we gewoon zeker weten dat dit op korte termijn nog aan de orde komt."
GroenLinks-PvdA,De heer Klaver (GroenLinks-PvdA): Voorzitter. Namens de commissie voor Buitenlandse Zaken wil ik graag vragen om rekening te houden met een kort plenair debat over het vervolg van de artikel 100-brief over de inzet op de Middellandse Zee. Uit mijn hoofd: het is de bedoeling dat we het daar volgende week over hebben.
SP,"De heer Jimmy Dijk (SP): Voorzitter. De oorlog in Iran zorgt niet alleen voor ontzettend veel menselijk leed, stijgende prijzen aan de pomp en hoge energierekeningen. De voorspelling is dat ook de prijs van onze boodschappen, ons voedsel, volgend jaar met 7% zal stijgen. We hebben hier meerdere malen discussies gehad over de hoge boodschappenprijzen in de afgelopen jaren, maar we zien dat er eigenlijk geen maatregelen op komen. Daarom wil de SP graag een debat met de minister van Economische Zaken hierover aanvragen."
GroenLinks-PvdA,"De heer Van der Lee (GroenLinks-PvdA): We hebben morgen een rondetafel over de economische gevolgen van de oorlog. We hebben al een debat gehad. Volgende week staat het debat ingepland om ook over maatregelen te spreken. Ik denk dat ook deze impact, een hogere inflatie, die best nog wel onzeker is, daarin goed besproken kan worden. Dus ik zou niet nog een extra debat willen steunen."
DENK,"De heer El Abassi (DENK): Voorzitter. Er is alweer een moskee in Zaandam aangevallen. We hebben eerder het rapport Zwartboek, over geweld jegens islamitische instituten, mogen ontvangen. Eigenlijk wilde ik ""schokkend"" zeggen, maar we zijn niet meer geschokt. We weten het. Het bevestigt wat iedereen al ziet: de islamhaat in Nederland is uit de hand gelopen, het is structureel; het is stelselmatig; het maakt het leven van moslims op straat en in instituten steeds onveiliger. Het rapport laat ook zien dat het beleid van dit kabinet en instituten volledig faalt. Jarenlang is gekozen voor wegkijken, praten, verbinden en dialoogsessies. Dat heeft niets opgelost; dat heeft het probleem alleen maar groter gemaakt. Daarom wil DENK graag een brief met de reactie van het kabinet op het rapport, en een debat."
PvdD,"Kamerlid Kostić (PvdD): Voorzitter. Vorig jaar kregen we ook al een onafhankelijk rapport dat liet zien dat de moslimhaat in Nederland zo groot is dat het ontwrichtend werkt voor de samenleving. Een bepaalde kant van de Kamer blokkeert steeds een logisch debat erover, dus van harte steun voor nóg een verzoek om dit debat."
BBB,Mevrouw Van der Plas (BBB): Voorzitter. Het kan inderdaad zoals mevrouw Michon zegt. Er komt straks nog een asieldebat. Er is een commissiedebat Asiel- en vreemdelingenbeleid op 13 mei. Er is nog een debat Terrorisme en extremisme op 27 mei. Dus wij houden het niet tegen. Wij zeggen juist: daar kan het veel eerder.
GroenLinks-PvdA,"Mevrouw Mutluer (GroenLinks-PvdA): Voorzitter. In mijn beleving hebben we de vorige keer een plenair debat over beveiliging van religieuze instellingen afgesproken. Daar was een meerderheid voor. O, dat had geen meerderheid? Ik zou zeggen: volgens mij moeten we wel een keertje het debat hierover voeren, want ik vind het verschrikkelijk wat er in Zaanstad is gebeurd. Wat mij betreft een breder debat, waarin dit wordt meegenomen."
GroenLinks-PvdA,"Mevrouw Patijn (GroenLinks-PvdA): Voorzitter, dank voor de coulance. Ik denk dat in het debat over de regeringsverklaring in de Eerste Kamer duidelijk is geworden dat er geen steun is in de Eerste Kamer voor het verhogen van de AOW. Die duidelijkheid die daar geschapen is, heeft niet geleid tot het van tafel halen van de plannen om de AOW-leeftijd te verhogen. Dat maakt dat het nodig is om met elkaar te debatteren. Het is tijd om dit te stoppen."
SP,Mevrouw Beckerman (SP): Voorzitter. De rijksambtenaren zijn cruciaal. Voor ons werk zijn ze onmisbaar. Dat hebben we gisteren ook gezien. Het parlement kon niet bijeenkomen vanwege de staking. Nou gaan wij absoluut niet over de cao of de inhoud ervan. Wij gaan er wel over of er ruimte is. Die is er nu niet vanwege een nullijn. Specifiek daarover wil ik graag een debat aanvragen met de minister van Binnenlandse Zaken.
PVV,"Mevrouw Faber (PVV): Dank u, voorzitter. Een nieuw fenomeen is aan de straatcultuur toegevoegd. Dat is jumpen. Jongeren vallen dan willekeurige mensen aan en filmen dat voor social media: alles voor de aandacht en de status. Het is totaal gestoord. Op tweede paasdag werd een 56-jarige man hiervan het slachtoffer. Hij werd naar de grond geslagen en tegen het hoofd geschopt door een groep jongeren. Hij gaf aan dat hij door ""een groep hyena's werd aangevallen"". Drie minderjarigen werden aangehouden en heengezonden bij een verdenking op kopschoppen, hetgeen een poging tot doodslag is."
PVV,"Mevrouw Faber (PVV): De hele groep dient aangepakt te worden. Het is een groepsaanval en groepsaanvallen kunnen de kop ingedrukt worden. Dat kan wettelijk al, maar het gebeurt niet. Daar wil ik het debat over voeren. Hier moet gewoon wettelijk op gehandhaafd worden: de hele groep moet worden aangepakt om het groepsgedrag te breken."
Lid Keijzer,"Mevrouw Keijzer (Lid Keijzer): Dit kan bij het commissiedebat, voorzitter. Maar ik doe wel graag het verzoek aan het kabinet om hier in een brief eens op in te gaan, waarbij overigens ook de positie van ouders eens een keer aan het licht mag komen, want hoe bestáát het dat dit soort filmpjes niet thuis besproken worden? Zij zien dat toch ook?"
BBB,"Mevrouw Van der Plas (BBB): Voorzitter. De snelste manier is inderdaad het commissiedebat Justitiële jeugd. Dat is volgende week. Maar ik wil het debat toch steunen, want ik vind dat er in Nederland gewoon een gezags- en gedragscrisis is. Dat debat kunnen we dan waarschijnlijk ook nog wel verbreden tot die gezags- en gedragscrisis. Om die reden steun ik het debat."
PVV,"Mevrouw Faber (PVV): Ja, voorzitter. Daders worden steeds jonger en gewelddadiger. In 2025 was bijna een kwart van de gearresteerde drugsuithalers minderjarig. Voor criminele bendes zijn minderjarigen een aantrekkelijke prooi, want minderjarigen willen graag makkelijk geld verdienen en ze staan zo weer op straat omdat ze onder het jeugdrecht vallen. Zo wordt de wetswijziging van 2022 waardoor uithalers zwaarder kunnen worden gestraft, eenvoudig omzeild en vervolgens gaan ze door naar de volgende klus. Eenmaal in dat circuit beland, ligt verdere afglijding naar zwaardere criminaliteit op de loer. Het strafjeugdrecht en de toepassing daarvan sluit dus niet meer aan bij de praktijk. Bij volwassen misdrijven door minderjarigen moet het volwassenenstrafrecht worden toegepast. Daar wil ik een debat over voeren. Maar ik ben het ook wel eens met meneer Ceulemans — volgens mij zei hij dat — die het erover had om die debatten eventueel samen te voegen. Dan voeren we dus één groot debat over jeugdcriminaliteit, over of de wetten nog wel aansluiten bij het jeugdrecht en over dat er gehandhaafd moet worden op dat groepsgedrag. Ik vind het eigenlijk best wel een goed idee om dat samen te voegen."
